#SAMPLE	SMILES	Max_Rank	Max_Probability
SJ000551193-1	CCOC(=O)c1c(C)oc2ccc(OC(=O)c3ccccc3C)cc12	589	0.01000
SJ000551101-1	Cn1ccnc1SCC(=O)Nc1ccc(C(F)(F)F)cc1	589	0.00743
SJ000550563-1	CCOC(=O)c1cnc2ccccc2c1Nc1ccc2c(c1)OCCO2	587	0.01000
SJ000551377-1	COCCOC(=O)c1c(C)oc2ccc(OC(=O)c3ccc(OC)cc3)cc12	587	0.01000
SJ000550721-1	Fc1ccc(N2CCN(CC3CC4C=CC3C4)CC2)cc1	587	0.01000
SJ000550625-1	CC(C)c1ccc(/C=C/C(=O)Nc2cccc(F)c2)cc1	586	0.01000
SJ000553618-1	O=C(c1ccc(Cn2cncn2)cc1)N1CCN(c2ccccc2F)CC1	586	0.01000
SJ000550429-1	CCc1ccc(-c2cc(C(=O)N3CCN(c4ccccc4)CC3)c3ccccc3n2)cc1	585	0.01000
SJ000551225-1	O=C(Nc1cnn(Cc2ccc(Cl)cc2Cl)c1)c1cc2n(n1)C(C(F)(F)F)CC(c1ccccc1)N2	584	0.01000
SJ000550882-1	O=C(O)c1ccccc1-c1ccccc1C(=O)Nc1cccc(-c2nc3ccccc3[nH]2)c1	584	0.00712
SJ000551751-1	CCOC(=O)c1c(-c2ccccc2)csc1NC(=O)CSc1nnc2ccc3ccccc3n12	583	0.00708
SJ000551274-1	Cc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)N(Cc4ccccc4)Cc4ccccc4)cc3N2)cc1	582	0.01000
SJ000551343-1	Cc1ccc([N+](=O)[O-])cc1NC(=O)c1c(Cl)c(C)nn1C	582	0.01000
SJ000551215-1	O=C1c2ccccc2NC(c2ccc(Cl)cc2)N1c1ccc(Cl)cc1	582	0.00700
SJ000550615-1	COc1ccc(/C=C/C(=O)Nc2ccc(C(C)C)cc2)cc1	581	0.01000
SJ000551286-1	Cn1ncc([N+](=O)[O-])c1C(=O)Nc1ccc(Cl)c(Cl)c1	581	0.01000
SJ000550578-1	COc1ccc(-c2cc(C(=O)NCCN3CCOCC3)c3ccccc3n2)c(OC)c1	581	0.00700
SJ000182713-2	Cc1ccc(Cl)cc1NC(=O)C1CC1c1ccccc1	579	0.00691
SJ000550553-1	O=C(Nc1ccc(F)c(F)c1)c1ccc2c(=O)n3c(nc2c1)CCCCC3	578	0.01000
SJ000551379-1	COC(=O)c1c(C)oc2ccc(OC(=O)c3ccccc3)cc12	578	0.01000
SJ000550457-1	CC(C)CCn1cc(C(=O)NC(C)(C)C)c(=O)c(C(=O)N2CCN(Cc3ccncc3)CC2)c1	577	0.01000
SJ000553605-1	CCc1ccc(C(=O)N2CCCC(c3cccc(C(=O)N4CCN(c5ccccc5F)CC4)c3)C2)cc1	576	0.00677
SJ000551259-1	CC1(C)CC1C(=O)Nc1ccccc1[N+](=O)[O-]	574	0.01000
SJ000553567-1	Cc1ccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3C(F)(F)F)CC2)cc1	574	0.01000
SJ000551385-1	CCOC(=O)c1c(C)oc2c(F)c(F)c(F)c(F)c12	573	0.01000
SJ000550707-1	Brc1ccc(CN2CCN(CC3CC4C=CC3C4)CC2)cc1	573	0.00668
SJ000551100-1	Cc1cc(C)c(NC(=O)CSc2nccn2C)c(C)c1	572	0.01000
SJ000550982-1	CCCn1nnnc1NC(=O)c1cc(Br)ccc1OC	572	0.00666
SJ000551199-1	COCCOC(=O)c1c(C)oc2ccc(OC(=O)c3ccc(Cl)cc3)cc12	571	0.01000
SJ000551030-1	CNc1cc(N2CCN(C(=O)c3ccc(C(C)(C)C)cc3)CC2)ccc1[N+](=O)[O-]	570	0.01000
SJ000551386-1	COc1c(Br)cc2oc(C)c(C(=O)OCCN(C)C)c2c1Br	570	0.01000
SJ000553607-1	CC(=O)c1ccc(C(=O)N2CCN(c3nc4cc(C)cc(C)c4s3)CC2)cc1	568	0.01000
SJ000551738-1	Clc1ccccc1C1NCCc2c1[nH]c1ccccc21	567	0.01000
SJ000551391-1	COC(=O)c1c(C)oc2ccc(OC(=O)c3cccc(OC)c3)cc12	565	0.01000
SJ000550455-1	CC(C)Cn1cc(C(=O)NC2CCN(Cc3ccccc3)CC2)c(=O)c(C(=O)N2CCCCC2)c1	564	0.01000
SJ000551160-1	CCc1ccc(C2Nc3ccccc3C(=O)N2c2ccc(OC)cc2)cc1	564	0.00624
SJ000550581-1	Cc1c(-c2ccccc2)nc2ccccc2c1C(=O)N1CCN(Cc2ccccc2)CC1	563	0.01000
SJ000550623-1	COc1ccc(NC(=O)/C=C/c2ccc(C(C)C)cc2)cc1	562	0.01000
SJ000551634-1	COc1cccc(C2C(C(=O)Nc3ccc(F)cc3)=C(C)NC3=C2C(=O)CC(c2ccccc2)C3)c1	561	0.01000
SJ000551197-1	COCCOC(=O)c1c(C)oc2ccc(OC(=O)c3ccc(OC)c(OC)c3)cc12	561	0.01000
SJ000551309-1	Cn1nccc1C(=O)Nc1cc(Oc2ccc(Cl)cc2)cc([N+](=O)[O-])c1	560	0.01000
SJ000551055-1	Cc1cccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])c(NC(C)c4ccccc4)c3)CC2)c1	560	0.00609
SJ000553573-1	CC1CN(C(=O)c2cc(C(=O)N3CC(C)OC(C)C3)cc([N+](=O)[O-])c2)CC(C)O1	559	0.01000
SJ000551195-1	COC(=O)c1c(C)oc2ccc(OC(=O)c3ccc(Cl)cc3)cc12	558	0.01000
SJ000551357-1	COCCOC(=O)c1c(C)oc2cc(Br)c(OC(=O)c3ccc(OC)cc3)cc12	556	0.01000
SJ000550566-1	COc1ccc2ncc(C(=O)O)c(Nc3ccccc3C)c2c1	555	0.01000
SJ000551194-1	CCOC(=O)c1c(C)oc2ccc(OC(=O)c3cc4ccccc4o3)cc12	554	0.01000
SJ000550479-1	CC(C)CCn1cc(C(=O)NC2CCCC2)c(=O)c(C(=O)N2CCN(C(C)C)CC2)c1	554	0.00577
SJ000414813-2	CCc1cccc(C)c1NC(=O)CSc1nccn1C	553	0.01000
SJ000550591-1	Cc1c(Cl)ccc2c(C(=O)NCCN3CCOCC3)cc(-c3ccncc3)nc12	553	0.01000
SJ000550791-1	COc1cccc(/C=C/c2nc(O)c3ccccc3n2)c1O	553	0.00569
SJ000550554-1	O=C(Nc1cc(F)ccc1F)c1ccc2c(=O)n3c(nc2c1)CCCCC3	552	0.00569
SJ000551404-1	CN(c1ccccc1)c1nc(C#N)nc(N2CCOCC2)n1	551	0.01000
SJ000553578-1	Cc1ccc(C(=O)N2CC(C)OC(C)C2)cc1[N+](=O)[O-]	551	0.01000
SJ000550739-1	COc1ccc(CN2CCN(CC3CC4C=CC3C4)CC2)c(OC)c1OC	549	0.01000
SJ000551316-1	Cc1cc(C(=O)Nc2cc(Oc3ccc(Cl)c(C)c3)cc([N+](=O)[O-])c2)n(C)n1	548	0.01000
SJ000551188-1	COCCOC(=O)c1c(C)oc2ccc(OC(=O)c3cc4ccccc4o3)cc12	547	0.01000
SJ000551116-1	Cc1cccc(-n2c(C)nnc2SCC(=O)Nc2cccc(C(F)(F)F)c2)c1	546	0.01000
SJ000551704-1	Cc1ccc2c(c1)c1c3n2CCCN(Cc2ccccc2F)C3CCC1	543	0.01000
SJ000551047-1	CC(C)(C)C(=O)N1CCN(c2ccc(N)cc2)CC1	542	0.01000
SJ000551256-1	CC(NC(=O)C1CC1c1ccccc1)c1ccccc1	542	0.00511
SJ000550986-1	CCOc1cc(CNc2nnnn2C)ccc1OCc1ccccc1	540	0.01000
SJ000551331-1	COc1ccc(CNC(=O)Nc2cccc(F)c2)cc1OC	539	0.01000
SJ000551184-1	O=C(N/N=C/c1ccc([N+](=O)[O-])cc1)C1CC1(c1ccccc1)c1ccccc1	539	0.01000
SJ000551165-1	CCCN1C(=O)c2ccccc2NC1c1cc(OC)c(OC)c(OC)c1	537	0.01000
SJ000551358-1	CCOC(=O)c1c(C)oc2cc(Br)c(OC(=O)c3ccc(OC)c(OC)c3)cc12	537	0.01000
SJ000550485-1	CN(C)CC(C)(C)CNC(=O)c1cn(C2CC2)cc(C(=O)NC2CCCCC2)c1=O	536	0.01000
SJ000551282-1	COc1ccc(NC(=O)C2CC2c2ccc(Cl)cc2)c(C)c1	536	0.00496
SJ000551317-1	Cc1ccc(C)c(NC(=O)c2c(Cl)cnn2C)c1	535	0.01000
SJ000551114-1	COc1cc(NC(=O)CSc2nccn2C)cc(OC)c1OC	533	0.01000
SJ000550716-1	Clc1cccc(N2CCN(CC3CC4C=CC3C4)CC2)c1	533	0.00483
SJ000551330-1	COc1cc(CNC(=O)Nc2ccc(C)c(F)c2)cc(OC)c1OC	532	0.01000
SJ000551202-1	COC(=O)c1c(C)oc2ccc(OC(=O)c3ccco3)cc12	531	0.01000
SJ000551019-1	Cc1cc(O)nc(-n2nc(C)cc2C)n1	531	0.01000
SJ000551333-1	COc1cc(CNC(N)=O)cc(OC)c1OC	530	0.01000
SJ000550607-1	COc1ccccc1-c1cc(C(=O)NCCN2CCOCC2)c2ccccc2n1	530	0.00467
SJ000550646-1	CCCOc1ccc(NC(=O)CC2C(=O)N(c3cccc(C)c3)C(=O)N2CC(C)C)cc1	529	0.01000
SJ000551046-1	O=C(C1CC1)N1CCN(c2cccc(Cl)c2)CC1	529	0.01000
SJ000551053-1	CC(Nc1cc(N2CCN(C(=O)c3ccccc3)CC2)ccc1[N+](=O)[O-])c1ccccc1	528	0.00458
SJ000551337-1	COc1cc(CNC(=O)c2ccc(Cl)cc2)cc(OC)c1OC	527	0.01000
SJ000550976-1	O=S(=O)(c1cccc(C(F)(F)F)c1)N1CCC(CO)(Cc2cccc(C(F)(F)F)c2)CC1	526	0.01000
SJ000551098-1	C=CCn1c(SCC(=O)Nc2cccc(C(F)(F)F)c2)nnc1-c1cccc(Br)c1	525	0.01000
SJ000551109-1	CSc1nnc(CNC(=O)c2cc(C(F)(F)F)ccc2Cl)n1-c1ccc(F)cc1	525	0.01000
SJ000551217-1	COc1ccc(N2C(=O)c3ccccc3NC2c2ccc(C)cc2)cc1	524	0.01000
SJ000551382-1	CCOC(=O)c1c(C)oc2cc(Br)c(OC(C)=O)c(OC(C)=O)c12	524	0.01000
SJ000551760-1	O=c1c2ccccc2nc(SCc2cc(=O)n3ccccc3n2)n1Cc1ccc2c(c1)OCO2	522	0.01000
SJ000551342-1	COc1ccc([N+](=O)[O-])cc1NC(=O)c1c(Cl)c(C)nn1C	521	0.01000
SJ000553597-1	CN1CCN(C(=O)c2ccc(CN3C(=O)CSc4ncccc43)cc2)CC1	520	0.01000
SJ000550565-1	CCOC(=O)c1cnc2c(Cl)cccc2c1Nc1cccc(OC)c1	520	0.00426
SJ000551362-1	CCOC(=O)c1c(C)oc2ccc(OC(C(=O)OCC)c3ccccc3)cc12	518	0.01000
SJ000550972-1	CCOc1cc(CNc2nnnn2C)cc(Br)c1OCc1ccccc1Cl	518	0.01000
SJ000551048-1	CC(C)(C)C(=O)N1CCN(c2cccc(Cl)c2)CC1	517	0.01000
SJ000551372-1	CN(C)c1nc(N)nc(-c2cccnc2)n1	517	0.01000
SJ000551298-1	COc1ccc(Oc2cc(NC(=O)c3c(Br)c(C)nn3C)cc([N+](=O)[O-])c2)cc1	516	0.01000
SJ000553577-1	COC(=O)c1cc(C(=O)N2CC(C)OC(C)C2)cc([N+](=O)[O-])c1	515	0.01000
SJ000550593-1	O=C(c1cc(-c2ccccn2)nc2ccc(Cl)cc12)N1CCN(CCc2ccccc2)CC1	515	0.00414
SJ000551295-1	Cc1nn(C)c(C(=O)Nc2cc(Oc3ccc(Cl)cc3)cc([N+](=O)[O-])c2)c1Br	514	0.01000
SJ000551399-1	Cc1cc(N2CCOCC2)nc(-c2ccccc2O)n1	514	0.01000
SJ000551018-1	Cc1cc(O)n(-c2nc(O)cc(-c3ccccc3)n2)n1	513	0.01000
SJ000551130-1	CC(C)(C)C(=O)N1CCN(c2ccc(Cl)c(Cl)c2)CC1	512	0.01000
SJ000551044-1	CC(C)(C)C(=O)N1CCN(c2ccc(N)cc2Cl)CC1	511	0.01000
SJ000551303-1	Cc1nn(C)c(C(=O)Nc2ccc([N+](=O)[O-])cc2Cl)c1Br	510	0.01000
SJ000551280-1	Cc1ccc(C(CC(=O)Nc2ccccc2C)c2ccccc2)c(O)c1	510	0.00401
SJ000553575-1	O=C(c1ccc(CSc2ccc(Cl)cc2)cc1)N1CCN(Cc2ccccc2)CC1	508	0.01000
SJ000551332-1	COc1cc(CNC(=O)Nc2ccccc2)cc(OC)c1OC	507	0.01000
SJ000550594-1	COc1cccc(CN2CCN(C(=O)c3cc(-c4cccnc4)nc4ccc(C)cc34)CC2)c1	506	0.01000
SJ000551198-1	CCN(CC)C(=O)COc1ccc2oc(C)c(C(=O)OC)c2c1	504	0.01000
SJ000551292-1	Cc1nn(C)c(C(=O)NNC(=O)Nc2cccc([N+](=O)[O-])c2)c1Br	504	0.01000
SJ000551300-1	CCOc1ccc(NC(=O)c2c(Br)cnn2CC)c([N+](=O)[O-])c1	503	0.01000
SJ000553603-1	Cc1cc2nc(C)c(=O)n(Cc3ccc(C(=O)N4CCN(C)CC4)cc3)c2cc1C	502	0.01000
SJ000553602-1	CCCN1CCN(C(=O)c2ccc(Cn3c(=O)c(C)nc4ccccc43)cc2)CC1	501	0.01000
SJ000551113-1	CCC(=O)Nc1cc(NC(=O)CSc2nccn2C)ccc1OC	501	0.00376
SJ000551290-1	Cn1ncc(Cl)c1C(=O)N/N=C/c1cccc([N+](=O)[O-])c1	500	0.01000
SJ000550981-1	CCCn1nnnc1NC(=O)c1cccc(Cl)c1	499	0.01000
SJ000553586-1	N#CCN1CCN(C(=O)c2ccc(C(F)(F)F)cc2)CC1	499	0.01000
SJ000550573-1	Cc1ccc(-c2nc3ccccc3c(C(=O)NCCN3CCOCC3)c2C)cc1	499	0.00372
SJ000551315-1	COC(=O)c1ccc(C)c(NC(=O)c2c(Cl)cnn2C)c1	496	0.01000
SJ000550771-1	OCCC1CN(C2Cc3ccccc3C2)CCN1Cc1ccc(F)c(F)c1	496	0.01000
SJ000550720-1	COc1ccccc1N1CCN(CC2CC3C=CC2C3)CC1	496	0.00369
SJ000550973-1	COc1cc(CNn2nnnc2N)ccc1OCc1c(Cl)cccc1Cl	495	0.01000
SJ000551375-1	CCOC(=O)c1c(C)oc2ccc(OCC(=O)c3ccccc3)cc12	495	0.00364
SJ000551355-1	Cn1cnc([N+](=O)[O-])c1C(=O)Nc1ccccc1	493	0.01000
SJ000550977-1	O=S(=O)(c1ccc(OC(F)(F)F)cc1)N1CCC(CO)(Cc2cccc(C(F)(F)F)c2)CC1	492	0.01000
SJ000551415-1	CN(C)c1nc(N(C#N)CCOc2ccccc2)nc(N2CCOCC2)n1	492	0.01000
SJ000551211-1	CCOc1ccc(C2Nc3ccccc3C(=O)N2c2ccccc2)cc1	491	0.00357
SJ000550452-1	COc1ccccc1N1CCN(C(=O)c2cn(CCC(C)C)cc(C(=O)NC(C)(C)C)c2=O)CC1	490	0.01000
SJ000551740-1	O=c1c2ccccc2nc(SCc2cn3ccccc3n2)n1Cc1ccco1	490	0.01000
SJ000550699-1	O=C(CSc1c(O)nc2ccc(Cl)cc2c1-c1ccccc1)N1CCN(C(=O)c2ccco2)CC1	489	0.01000
SJ000551138-1	CCOC(=O)c1cnn(-c2ccccc2)c1NC(=O)CSCc1ccc(F)cc1	488	0.01000
SJ000551137-1	CCn1cc(-c2nnc(SCC(=O)NCc3ccc(Cl)cc3)n2CC)cn1	488	0.01000
SJ000550494-1	CC(C)CCn1cc(C(=O)NC(C)(C)C)c(=O)c(C(=O)N2CCC(C(C)N3CCOCC3)CC2)c1	487	0.01000
SJ000341771-2	CC(C)c1ccc(CCC(=O)Nc2cccnc2)cc1	487	0.01000
SJ000550690-1	COc1ccc(NC(=O)CC2C(=O)N(c3cccc(OC)c3)C(=O)N2CCC(C)C)cc1	487	0.00340
SJ000551246-1	O=C(c1ccco1)N1CCN(C(=O)c2cnn3cccnc23)CC1	485	0.01000
SJ000551339-1	CCCCn1nnnc1NCc1ccc(N2CCCC2)cc1	485	0.00337
SJ000551367-1	Nc1ncnc(N2CCOCC2)c1N	484	0.01000
SJ000550696-1	CCc1cccc(NC(=O)C(C)C2Sc3ccccc3NC2=O)c1	483	0.01000
SJ000550743-1	C=CCn1c(=O)/c(=C2/Sc3ccc(OC)cc3N2CC)s/c1=C1/C(=O)NN=C1C	483	0.01000
SJ000551133-1	CCn1cc(-c2nnc(SCC(=O)NCC(C)C)n2CC)cn1	482	0.01000
SJ000551216-1	Cc1ccc(C2Nc3ccccc3C(=O)N2c2ccc(C)cc2)cc1	482	0.00322
SJ000553616-1	O=C(c1ccc(Cn2cncn2)cc1)N1CCN(c2ccccn2)CC1	481	0.01000
SJ000553589-1	CC(C)(C)c1ccc(C(=O)N2CCCCC2CCN2CCOCC2)cc1	480	0.01000
SJ000550996-1	Cc1cc(NC(=O)NC(=O)c2c(Cl)cccc2Cl)n(-c2cccc(F)c2)n1	479	0.01000
SJ000550999-1	CCOC(=O)c1c(C)nn(-c2nc(C)cc(C)n2)c1N	479	0.00315
SJ000551212-1	CCc1ccc(N2C(=O)c3ccccc3NC2c2ccc(OC)cc2)cc1	475	0.00302
SJ000551392-1	OCCNc1cc(N2CCOCC2)nc(-c2ccc(Br)cc2)n1	474	0.01000
SJ000550424-1	CCN1CCN(C(=O)c2cc(-c3cccnc3)nc3ccc(Br)cc23)CC1	470	0.00295
SJ000484717-2	CCOC(=O)CCc1c(C)nn(-c2nc(C)cc(C)n2)c1O	469	0.01000
SJ000553593-1	Cc1ccc(C(=O)N2CCN(CCc3ccccn3)CC2)cc1	468	0.01000
SJ000550584-1	COc1ccc(-c2nc3ccccc3c(C(=O)NCCN3CCOCC3)c2C)cc1	467	0.00292
SJ000550660-1	C=CCN1C(=O)N(c2ccccc2)C(=O)C1CC(=O)Nc1ccc(C(=O)OCC)cc1	467	0.00065
SJ000551128-1	Cc1ccc(Cl)cc1N1CCN(C(=O)C(C)(C)C)CC1	466	0.00292
SJ000553599-1	Cc1ccc(C(=O)N2CCC(c3nc(-c4ccccc4C)no3)CC2)cc1F	465	0.01000
SJ000551220-1	COc1ccc(NC2CCCN(C(=O)c3cc4ncccn4n3)C2)cc1	464	0.01000
SJ000550687-1	C=CCN1C(=O)N(c2cccc(C)c2)C(=O)C1CC(=O)Nc1ccc(C(=O)OC)cc1	464	0.00016
SJ000551254-1	CN(C)c1ccc(NC(=O)C2CC2c2ccccc2)cc1	462	0.00283
SJ000550402-1	Cc1ccc2nc(-c3ccncc3)cc(C(=O)NC3CCN(Cc4ccccc4)CC3)c2c1	461	0.00282
SJ000551054-1	O=C(c1ccccc1)N1CCN(c2ccc([N+](=O)[O-])c(NCc3ccccc3)c2)CC1	460	0.00282
SJ000550937-1	CCOc1ccccc1-c1nc(-c2nonc2N)no1	459	0.01000
SJ000550988-1	COc1cc(CNc2nnnn2C)ccc1OCc1ccccc1F	459	0.00275
SJ000551022-1	Cc1cc(C)n(-c2nc(Nc3ccccc3C(F)(F)F)nc(-n3nc(C)cc3C)n2)n1	458	0.00273
SJ000550698-1	CC(NC(=O)CC1Sc2ccccc2NC1=O)c1ccccc1	457	0.01000
SJ000551398-1	Clc1cc(N2CCOCC2)ncn1	456	0.01000
SJ000550557-1	CCOC(=O)c1cnc2ccc(C)cc2c1Nc1ccc2c(c1)OCCO2	456	0.00095
SJ000338919-2	Nc1ccc(Cl)cc1N1CCOCC1	455	0.01000
SJ000551263-1	CC(NC(=O)C1CC1(C)C)c1ccccc1	452	0.01000
SJ000551043-1	CC(C)(C)C(=O)Nc1ccc(N2CCN(C(=O)C(C)(C)C)CC2)cc1	452	0.00251
SJ000551243-1	O=C(c1cc2ncc(CCCl)cn2n1)N1CCCCCC1	451	0.01000
SJ000551403-1	c1ccc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)cc1	451	0.00981
SJ000550631-1	CCOC(=O)c1ccc(NC(=O)CC2C(=O)N(c3ccc(OC)cc3)C(=O)N2Cc2ccc(OC)cc2)cc1	451	0.00249
SJ000551352-1	Cc1cc([N+](=O)[O-])nn1Cc1nc(N)nc(N(C)C)n1	450	0.01000
SJ000551334-1	COc1cc(CNC(C)C)cc(Br)c1OCC(N)=O	450	0.00249
SJ000551124-1	CC(C)(C)C(=O)N1CCN(C(c2ccccc2)c2ccccc2)CC1	449	0.00248
SJ000551241-1	O=C(c1cc2nccc(-c3ccc4ccccc4c3)n2n1)N1CCOCC1	448	0.01000
SJ000551394-1	Brc1ccc(-c2nc(N3CCOCC3)cc(N3CCOCC3)n2)cc1	445	0.00983
SJ000551395-1	Clc1cc(N2CCOCC2)nc(-c2ccc(Br)cc2)n1	444	0.00983
SJ000550647-1	CCOC(=O)c1ccc(NC(=O)CC2C(=O)N(c3cccc(OC)c3)C(=O)N2CCOC)cc1	444	0.00032
SJ000551226-1	O=C(NCCc1ccccc1)c1cc2n(n1)C(C(F)(F)F)CC(c1ccc(Cl)c(Cl)c1)N2	443	0.00115
SJ000550434-1	CN1CCN(C(=O)c2cc(-c3ccccn3)nc3ccccc23)CC1	442	0.00236
SJ000550639-1	COCCN1C(=O)N(c2cccc(C)c2)C(=O)C1CC(=O)Nc1ccc(F)cc1	442	0.00015
SJ000550562-1	CCOC(=O)c1cnc2c(Cl)cccc2c1Nc1cccc(C(=O)OC)c1	441	0.00233
SJ000551756-1	O=C(CSc1nnc2ccc3ccccc3n12)Nc1ccccc1F	440	0.00233
SJ000550515-1	CCOC(=O)c1ccc2ncc(C(=O)OCC)c(Nc3ccccc3OC)c2c1	439	0.00220
SJ000551182-1	Cc1cccc(C2(c3cccc(C)c3)CC2C(=O)N/N=C/c2ccc([N+](=O)[O-])cc2)c1	436	0.00230
SJ000327715-2	CCc1ccccc1NC(=O)/C=C/c1ccccc1Cl	436	0.00012
SJ000551360-1	CCOc1cc2c(C(=O)OCCOC)c(C)oc2cc1Br	435	0.00228
SJ000550449-1	Cc1ccc(C(=O)Cn2c(=N)n(CCN3CCOCC3)c3ccccc32)cc1	434	0.00228
SJ000550935-1	Cc1cc(O)n(-c2nc(-c3ccccc3)cc(-c3ccccc3)n2)n1	433	0.00972
SJ000551126-1	COc1ccccc1N1CCN(C(=O)C2CC2)CC1	433	0.00226
SJ000551164-1	O=C1c2ccccc2NC(c2ccc(Cl)cc2Cl)N1Cc1ccccc1	433	0.00042
SJ000550656-1	C=CCN1C(=O)N(c2cccc(C)c2)C(=O)C1CC(=O)Nc1cccc(F)c1	432	0.00189
SJ000551045-1	CCC(=O)Nc1ccc(N2CCN(C(=O)C(C)(C)C)CC2)cc1	431	0.00224
SJ000551401-1	Cc1ccccc1OCCN(C#N)c1nc(N(C)C)nc(N2CCOCC2)n1	430	0.00962
SJ000550689-1	CC(C)N1C(=O)N(c2ccc(F)cc2)C(=O)C1CC(=O)Nc1ccc(F)cc1	425	0.00136
SJ000551707-1	CCc1ccc2c(c1)c1c3n2CCNC3CCC1	424	0.00218
SJ000551270-1	O=C(c1nn2c(c1Cl)NC(c1ccc(Cl)cc1)CC2C(F)(F)F)N1CCN(c2ccccc2)CC1	422	0.00164
SJ000550652-1	CCNC(=O)CC1C(=O)N(c2cccc(C)c2)C(=O)N1CCOC	418	0.00003
SJ000550577-1	O=C(c1cc(-c2ccccc2)nc2ccccc12)N1CCN(Cc2ccccc2)CC1	417	0.00034
SJ000550432-1	CN1CCN(C(=O)c2cc(-c3ccccc3)nc3ccccc23)CC1	416	0.00034
SJ000550576-1	O=C(NCCN1CCOCC1)c1cc(-c2ccccc2)nc2ccccc12	416	0.00032
SJ000550642-1	O=C(CC1C(=O)N(c2cccc(F)c2)C(=O)N1CCc1ccccc1F)Nc1cccc(F)c1	414	0.00197
SJ000551125-1	O=C(C1CC1)N1CCN(c2ccc(F)cc2)CC1	413	0.00196
SJ000550583-1	Cc1cccc(-c2cc(C(=O)N3CCN(C)CC3)c3ccccc3n2)c1	409	0.00009
SJ000550447-1	N=c1n(CCN2CCOCC2)c2ccccc2n1CC(=O)c1ccccc1	408	0.00185
SJ000550579-1	Cc1cccc(-c2cc(C(=O)N3CCN(Cc4ccccc4)CC3)c3ccccc3n2)c1	408	0.00009
SJ000550634-1	C=CCN1C(=O)N(c2ccc(Cl)cc2)C(=O)C1CC(=O)Nc1ccc(Cl)cc1	406	0.00048
SJ000551328-1	Cn1ncc([N+](=O)[O-])c1C(=O)Nc1ccc(C(=O)O)cc1	401	0.00000
SJ000551161-1	O=C1c2ccccc2NC(c2ccccc2Cl)N1c1ccc(Cl)cc1	400	0.00169
SJ000550665-1	C=CCN1C(=O)N(c2ccc(Cl)cc2)C(=O)C1CC(=O)Nc1ccc(F)cc1	396	0.00082
SJ000551191-1	CCOc1ccc2oc(C)c(C(=O)OCCOC)c2c1	394	0.00144
SJ000550659-1	COCCN1C(=O)N(c2ccc(F)cc2)C(=O)C1CC(=O)Nc1ccc(OC)cc1	392	0.00008
SJ000550403-1	Cc1ccc2nc(-c3ccncc3)cc(C(=O)N3CCN(Cc4ccccc4)CC3)c2c1	391	0.00040
SJ000550666-1	COc1ccc(CCN2C(=O)N(c3cccc(Cl)c3)C(=O)C2CC(=O)Nc2ccc(F)cc2)cc1	388	0.00151
SJ000551219-1	CCOC(=O)c1c(C)oc2ccc(OCC=C(C)C)cc12	388	0.00033
SJ000551209-1	COc1ccc(C2Nc3ccccc3C(=O)N2Cc2ccccc2)cc1	387	0.00032
SJ000550606-1	O=C(NCCN1CCOCC1)c1cc(-c2ccccc2Cl)nc2ccccc12	385	0.00103
SJ000553572-1	COc1ccc(N2CCN(C(=O)c3ccc(C)cc3)CC2)c([N+](=O)[O-])c1	382	0.00096
SJ000551108-1	CSc1nnc(CNC(=O)c2ccccc2C(F)(F)F)n1-c1ccccc1C	381	0.00143
SJ000553571-1	Cc1ccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3Cl)CC2)cc1	380	0.00142
SJ000550439-1	Cc1ccc(CN2CCN(C(=O)c3cc(-c4ccccc4)nc4ccc(Br)cc34)CC2)cc1	380	0.00110
SJ000550643-1	C=CCN1C(=O)N(c2ccc(F)cc2)C(=O)C1CC(=O)Nc1ccc(OCCC)cc1	378	0.00082
SJ000551307-1	CCOc1ccc(NC(=O)c2c([N+](=O)[O-])cnn2C)cc1	377	0.00000
SJ000550406-1	O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(-c2ccncc2)nc2ccc(Cl)cc12	375	0.00139
SJ000550605-1	Cc1cccc(-c2cc(C(=O)NCCCN3CCOCC3)c3ccccc3n2)c1	375	0.00011
SJ000550609-1	CN(C)c1ccc(NC(=O)CCc2ccccc2)cc1	373	0.00137
SJ000551135-1	CCOc1ccc(NC(=O)CSc2nnc(-c3cnn(CC)c3)n2CC)cc1	373	0.00000
SJ000550922-1	CCOc1ccc(C(=O)NCc2nc(-c3cccc(C)c3)no2)cc1OCC	372	0.00000
SJ000550653-1	C=CCN1C(=O)N(c2ccc(Cl)cc2)C(=O)C1CC(=O)Nc1ccc(OCCC)cc1	371	0.00048
SJ000551027-1	CC(CCc1ccccc1)Nc1cc(N2CCN(C(=O)c3ccccc3F)CC2)ccc1[N+](=O)[O-]	370	0.00118
SJ000551310-1	CCn1nccc1C(=O)Nc1ccc([N+](=O)[O-])cc1OC	369	0.00132
SJ000551224-1	O=C(Nc1cnn(Cc2ccc(F)cc2)c1)c1cc2n(n1)C(C(F)(F)F)CC(c1ccccc1)N2	368	0.00005
SJ000550945-1	COc1ccc(-n2c(CNC(=O)c3cccc(Cl)c3)nnc2SCc2ccccc2)cc1	367	0.00001
